galaxyID,FOV,view,pixel,uband_intTotal,gband_intTotal,rband_intTotal,massband_intTotal
219,20,projection_zx,1000,702910500000.0,613057400000.0,663208100000.0,7320147000.0
792,19,projection_xy,950,600496340000.0,217980620000.0,127758960000.0,175971500.0
792,19,projection_yz,950,616896270000.0,220921020000.0,128540800000.0,175971540.0
792,19,projection_zx,950,585995200000.0,214920130000.0,126815396000.0,175971570.0
530,25,projection_xy,1250,1042380600000.0,798188300000.0,648221900000.0,1465205500.0
530,25,projection_yz,1250,1139265200000.0,843331700000.0,672480600000.0,1465206000.0
530,25,projection_zx,1250,978873900000.0,740218000000.0,611917700000.0,1465206300.0
1430,11,projection_xy,550,5596364000.0,4062751700.0,3085072400.0,7687533.5
1430,11,projection_yz,550,5596456000.0,4062760700.0,3085028600.0,7687534.5
1430,11,projection_zx,550,5595582500.0,4062362400.0,3084906200.0,7687534.0
160,29,projection_xy,1450,4579992300000.0,3078170600000.0,2543477900000.0,5512835600.0
160,29,projection_yz,1450,4167617200000.0,2611513400000.0,2162864600000.0,5512835600.0
160,29,projection_zx,1450,7137098500000.0,4170658300000.0,3177097200000.0,5512832000.0
166,23,projection_xy,1150,1215570100000.0,942753050000.0,939321000000.0,7748794400.0
166,23,projection_yz,1150,813008000000.0,631493560000.0,641774700000.0,7748790300.0
166,23,projection_zx,1150,1082054700000.0,858203600000.0,863491700000.0,7748792300.0
186,21,projection_xy,1050,820145360000.0,833561300000.0,956966040000.0,9656042000.0
186,21,projection_yz,1050,402206260000.0,463929540000.0,563578700000.0,9656041000.0
186,21,projection_zx,1050,537471750000.0,598711600000.0,717276500000.0,9656040000.0
171,23,projection_xy,1150,617222800000.0,768022300000.0,934695530000.0,12036876000.0
171,23,projection_yz,1150,540488340000.0,674038000000.0,825071200000.0,12036874000.0
171,23,projection_zx,1150,534693280000.0,666778900000.0,816343000000.0,12036874000.0
1540,11,projection_xy,550,6536830000.0,5220241400.0,4579294000.0,20056994.0
1540,11,projection_yz,550,6535930000.0,5219721000.0,4578954000.0,20056992.0
1540,11,projection_zx,550,6537150500.0,5220454000.0,4579562500.0,20056990.0
1801,9,projection_xy,450,9920577000.0,6689741300.0,4498362400.0,6946049.5
1801,9,projection_yz,450,9921772000.0,6690427400.0,4498740000.0,6946050.5
1801,9,projection_zx,450,9918863000.0,6689172000.0,4498261500.0,6946049.5
1232,14,projection_xy,700,11363634000.0,8201751000.0,6590730000.0,21392908.0
1232,14,projection_yz,700,11363034000.0,8202057000.0,6591286000.0,21392904.0
1232,14,projection_zx,700,11365067000.0,8202598400.0,6591289300.0,21392902.0
579,18,projection_xy,900,1335942600000.0,625758440000.0,393909370000.0,431011780.0
579,18,projection_yz,900,1280882400000.0,607544200000.0,386669840000.0,431011680.0
579,18,projection_zx,900,1333907200000.0,621339740000.0,391466350000.0,431011780.0
28,19,projection_xy,950,875874350000.0,921505400000.0,1103193200000.0,49455608000.0
28,19,projection_yz,950,449826880000.0,513010070000.0,632150560000.0,49455600000.0
28,19,projection_zx,950,687243660000.0,792103000000.0,977691300000.0,49455616000.0
1751,20,projection_xy,1000,13219445000.0,9763499000.0,7942669300.0,27940134.0
1751,20,projection_yz,1000,13220035000.0,9763860000.0,7942970000.0,27940142.0
1751,20,projection_zx,1000,13226358000.0,9767125000.0,7944578000.0,27940144.0
110,26,projection_xy,1300,615867150000.0,680916900000.0,829595800000.0,18342683000.0
110,26,projection_yz,1300,753773250000.0,787355300000.0,945902900000.0,18342683000.0
110,26,projection_zx,1300,529669850000.0,636473250000.0,793772950000.0,18342679000.0
1165,26,projection_xy,1300,80652214000.0,72280556000.0,68750710000.0,299246700.0
1165,26,projection_yz,1300,81053884000.0,72497480000.0,68868370000.0,299246530.0
1165,26,projection_zx,1300,81273470000.0,72632566000.0,68948750000.0,299246530.0
493,20,projection_xy,1000,930284960000.0,588194800000.0,466798740000.0,1180906600.0
493,20,projection_yz,1000,946464600000.0,586643900000.0,465827600000.0,1180906400.0
493,20,projection_zx,1000,886384200000.0,602194500000.0,483293760000.0,1180906800.0
604,29,projection_xy,1450,369035350000.0,290029730000.0,233784080000.0,522983680.0
604,29,projection_yz,1450,385746900000.0,298556560000.0,238024330000.0,522983580.0
604,29,projection_zx,1450,382445780000.0,296645950000.0,236995600000.0,522983700.0
981,20,projection_xy,1000,56897188000.0,46995902000.0,40693690000.0,118410340.0
981,20,projection_yz,1000,56932983000.0,47019463000.0,40709005000.0,118410330.0
981,20,projection_zx,1000,56829747000.0,46955870000.0,40669800000.0,118410344.0
148,28,projection_xy,1400,1274927500000.0,1153974800000.0,1226268100000.0,8732968000.0
148,28,projection_yz,1400,919610400000.0,850806240000.0,933880700000.0,8732969000.0
148,28,projection_zx,1400,783851260000.0,745597400000.0,823276860000.0,8732973000.0
1111,12,projection_xy,600,15841495000.0,9429761000.0,6501627400.0,12811207.0
1111,12,projection_yz,600,15832483000.0,9426920000.0,6500650500.0,12811211.0
1111,12,projection_zx,600,15832265000.0,9427062000.0,6500758500.0,12811211.0
1182,10,projection_xy,500,9963595000.0,6482073000.0,4724087000.0,9307263.0
1182,10,projection_yz,500,9964175000.0,6482395600.0,4724237000.0,9307263.0
1182,10,projection_zx,500,9966032000.0,6483180000.0,4724571600.0,9307263.0
283,29,projection_xy,1450,3829998800000.0,2055550100000.0,1369096300000.0,1509275300.0
283,29,projection_yz,1450,3945362400000.0,2103204100000.0,1390641000000.0,1509275000.0
283,29,projection_zx,1450,4186189900000.0,2209369300000.0,1440566700000.0,1509275600.0
446,27,projection_xy,1350,516576700000.0,336677570000.0,232304530000.0,317483230.0
446,27,projection_yz,1350,518058970000.0,337324870000.0,232648930000.0,317483300.0
446,27,projection_zx,1350,522607850000.0,339625080000.0,233696740000.0,317483170.0
862,19,projection_xy,950,271051960000.0,182485020000.0,135252380000.0,265449420.0
862,19,projection_yz,950,267302340000.0,180766030000.0,134359966000.0,265449440.0
862,19,projection_zx,950,273963600000.0,183747560000.0,135742420000.0,265449440.0
1025,14,projection_xy,700,137155576000.0,71027606000.0,48765207000.0,60902876.0
1025,14,projection_yz,700,136960336000.0,70922445000.0,48711475000.0,60902880.0
1025,14,projection_zx,700,136658500000.0,70883060000.0,48706320000.0,60902884.0
1103,11,projection_xy,550,4755461600.0,3420178400.0,2506220800.0,6359587.0
1103,11,projection_yz,550,4755853300.0,3420361200.0,2506279700.0,6359586.5
1103,11,projection_zx,550,4755167700.0,3420024000.0,2506146300.0,6359586.5
626,21,projection_xy,1050,297208150000.0,202192930000.0,160862960000.0,465165280.0
626,21,projection_yz,1050,309336640000.0,206639380000.0,163130030000.0,465165540.0
626,21,projection_zx,1050,310463370000.0,209075000000.0,164670960000.0,465165600.0
1155,36,projection_xy,1800,314047530000.0,177679780000.0,143711000000.0,473019700.0
1155,36,projection_yz,1800,331828130000.0,181575200000.0,145174300000.0,473019900.0
1155,36,projection_zx,1800,331807360000.0,181538230000.0,145068110000.0,473019970.0
105,17,projection_xy,850,462669680000.0,412963400000.0,459990900000.0,19455465000.0
105,17,projection_yz,850,812576200000.0,648069000000.0,687259250000.0,19455470000.0
105,17,projection_zx,850,848211150000.0,669956440000.0,710591200000.0,19455472000.0
1170,15,projection_xy,750,41328750000.0,25872398000.0,19390892000.0,41516920.0
1170,15,projection_yz,750,41377997000.0,25894790000.0,19403657000.0,41516936.0
1170,15,projection_zx,750,41316840000.0,25861986000.0,19385395000.0,41516932.0
700,22,projection_xy,1100,232809940000.0,161684770000.0,113087500000.0,138163500.0
700,22,projection_yz,1100,230901140000.0,160758640000.0,112661980000.0,138163400.0
700,22,projection_zx,1100,231814970000.0,161151040000.0,112820880000.0,138163440.0
418,23,projection_xy,1150,852607500000.0,535255020000.0,403791800000.0,860640900.0
418,23,projection_yz,1150,970162500000.0,577475200000.0,424398420000.0,860640640.0
418,23,projection_zx,1150,821239800000.0,514252870000.0,392468900000.0,860641000.0
593,27,projection_xy,1350,522167320000.0,285878060000.0,198421800000.0,307791230.0
593,27,projection_yz,1350,506382480000.0,282377780000.0,197191800000.0,307791000.0
593,27,projection_zx,1350,512272000000.0,283391820000.0,197482280000.0,307791040.0
591,21,projection_xy,1050,723332700000.0,492432820000.0,373221060000.0,741105300.0
591,21,projection_yz,1050,563845900000.0,416819870000.0,335857700000.0,741105400.0
591,21,projection_zx,1050,636564340000.0,463579640000.0,361886740000.0,741105300.0
1128,10,projection_xy,500,144311580000.0,54654845000.0,29514873000.0,30526834.0
1128,10,projection_yz,500,144369240000.0,54668722000.0,29520198000.0,30526832.0
1128,10,projection_zx,500,144202250000.0,54638730000.0,29514950000.0,30526836.0
356,24,projection_xy,1200,2540311200000.0,1489929000000.0,1128283600000.0,2233469400.0
356,24,projection_yz,1200,1996041700000.0,1257276700000.0,998254640000.0,2233469000.0
356,24,projection_zx,1200,2645427700000.0,1551906400000.0,1163141600000.0,2233469400.0
1056,14,projection_xy,700,34430440000.0,25449507000.0,19355062000.0,39095476.0
1056,14,projection_yz,700,34470793000.0,25471087000.0,19365853000.0,39095468.0
1056,14,projection_zx,700,34470945000.0,25465682000.0,19359801000.0,39095476.0
1136,10,projection_xy,500,10057547000.0,7412845600.0,5592101000.0,12924083.0
1136,10,projection_yz,500,10061411000.0,7414907400.0,5593014300.0,12924085.0
1136,10,projection_zx,500,10052208000.0,7410027000.0,5590733300.0,12924084.0
130,19,projection_xy,950,2304211200000.0,1464977900000.0,1291908000000.0,10794076000.0
130,19,projection_yz,950,1620136000000.0,997920700000.0,892741800000.0,10794079000.0
130,19,projection_zx,950,1907309300000.0,1224867600000.0,1096068400000.0,10794077000.0
1109,14,projection_xy,700,28444735000.0,23078584000.0,20120260000.0,80254050.0
1109,14,projection_yz,700,28405242000.0,23045255000.0,20096606000.0,80254040.0
1109,14,projection_zx,700,28397940000.0,23030310000.0,20082199000.0,80254040.0
1048,14,projection_xy,700,34167486000.0,26408980000.0,20833223000.0,44855828.0
1048,14,projection_yz,700,34065834000.0,26351999000.0,20803000000.0,44855830.0
1048,14,projection_zx,700,34096675000.0,26371566000.0,20815761000.0,44855828.0
1455,13,projection_xy,650,6301553000.0,3541449000.0,2519061500.0,6052263.5
1455,13,projection_yz,650,6300467700.0,3541122600.0,2518895000.0,6052264.0
1455,13,projection_zx,650,6302987300.0,3541910800.0,2519239000.0,6052264.0
859,6,projection_xy,300,10946194000.0,6743796700.0,4133149000.0,4260485.0
859,6,projection_yz,300,10947188000.0,6744103400.0,4133283000.0,4260485.5
859,6,projection_zx,300,10944963000.0,6743065600.0,4132801500.0,4260485.0
1948,14,projection_xy,700,7145978400.0,5043244000.0,3688503000.0,9944632.0
1948,14,projection_yz,700,7147526000.0,5044031000.0,3688859600.0,9944631.0
1948,14,projection_zx,700,7148077000.0,5044319000.0,3689006800.0,9944632.0
2280,13,projection_xy,650,4241505800.0,3228413400.0,2810093800.0,11684573.0
2280,13,projection_yz,650,4241031200.0,3228123400.0,2809916700.0,11684575.0
2280,13,projection_zx,650,4240753700.0,3227982300.0,2809838300.0,11684571.0
238,23,projection_xy,1150,990644500000.0,875909500000.0,877509800000.0,4992038400.0
238,23,projection_yz,1150,2152577100000.0,1566692900000.0,1388389700000.0,4992038000.0
238,23,projection_zx,1150,1630988500000.0,1240957700000.0,1152190300000.0,4992038000.0
1145,14,projection_xy,700,186592950000.0,72003130000.0,43257328000.0,61153444.0
1145,14,projection_yz,700,190514510000.0,72861970000.0,43521397000.0,61153464.0
1145,14,projection_zx,700,187851260000.0,72188770000.0,43266634000.0,61153444.0
1077,20,projection_xy,1000,127046910000.0,75322060000.0,57930150000.0,139335660.0
1077,20,projection_yz,1000,126567120000.0,75366195000.0,58009485000.0,139335680.0
1077,20,projection_zx,1000,127796530000.0,75694555000.0,58137924000.0,139335620.0
4805,16,projection_xy,800,4870589400.0,3671268600.0,3238566100.0,16265514.0
4805,16,projection_yz,800,4870443500.0,3671185000.0,3238515000.0,16265520.0
4805,16,projection_zx,800,4870421500.0,3671169500.0,3238502000.0,16265516.0
7,39,projection_xy,1950,9873481000000.0,6518680000000.0,5696379700000.0,221040080000.0
7,39,projection_yz,1950,18847080000000.0,11621532000000.0,9586281000000.0,221040330000.0
7,39,projection_zx,1950,21995370000000.0,13648711000000.0,11254155000000.0,221040400000.0
41,24,projection_xy,1200,652631500000.0,805527600000.0,1000849740000.0,56542937000.0
41,24,projection_yz,1200,795114600000.0,910531360000.0,1115994300000.0,56542953000.0
41,24,projection_zx,1200,1658184000000.0,1816751100000.0,2164044200000.0,56542960000.0
653,22,projection_xy,1100,265550970000.0,200097040000.0,151581330000.0,291111600.0
653,22,projection_yz,1100,260450240000.0,197207100000.0,150025470000.0,291111650.0
653,22,projection_zx,1100,264840790000.0,199688140000.0,151349850000.0,291111680.0
437,25,projection_xy,1250,1677000300000.0,925199560000.0,625830300000.0,866190500.0
437,25,projection_yz,1250,1529967300000.0,876913950000.0,605848670000.0,866190140.0
437,25,projection_zx,1250,1694204700000.0,928931300000.0,626917900000.0,866190660.0
1321,10,projection_xy,500,11101182000.0,6130739700.0,4045336600.0,8260116.0
1321,10,projection_yz,500,11104902000.0,6131966000.0,4045824000.0,8260117.0
1321,10,projection_zx,500,11103257000.0,6131389000.0,4045565700.0,8260116.5
287,32,projection_xy,1600,1111748400000.0,841596860000.0,778487500000.0,3065100800.0
287,32,projection_yz,1600,836859800000.0,756591170000.0,735034800000.0,3065101000.0
287,32,projection_zx,1600,1465538400000.0,1098967150000.0,977436600000.0,3065101000.0
2215,13,projection_xy,650,16329591000.0,11844449000.0,10319116000.0,42646196.0
2215,13,projection_yz,650,16334638000.0,11848576000.0,10322083000.0,42646196.0
2215,13,projection_zx,650,16306066000.0,11834278000.0,10313560000.0,42646196.0
22,18,projection_xy,900,1556363200000.0,1042703700000.0,963687400000.0,61764415000.0
22,18,projection_yz,900,1897504800000.0,1169493900000.0,1027464950000.0,61764387000.0
22,18,projection_zx,900,2745981200000.0,1740003000000.0,1511477000000.0,61764444000.0
1029,13,projection_xy,650,32416772000.0,25688717000.0,21085995000.0,53015270.0
1029,13,projection_yz,650,32653748000.0,25823430000.0,21159035000.0,53015280.0
1029,13,projection_zx,650,32561254000.0,25759670000.0,21117086000.0,53015264.0
1453,15,projection_xy,750,9971255000.0,7425449500.0,5812500500.0,15774841.0
1453,15,projection_yz,750,9967693000.0,7423585000.0,5811579400.0,15774840.0
1453,15,projection_zx,750,9971037000.0,7425342500.0,5812440000.0,15774839.0
573,19,projection_xy,950,243247050000.0,151546250000.0,102310355000.0,127202160.0
573,19,projection_yz,950,243504600000.0,151674320000.0,102384650000.0,127202190.0
573,19,projection_zx,950,239980600000.0,150028260000.0,101585200000.0,127202190.0
1790,11,projection_xy,550,6600227300.0,5198110000.0,4508408300.0,17009456.0
1790,11,projection_yz,550,6598756400.0,5197357600.0,4508007400.0,17009454.0
1790,11,projection_zx,550,6601720300.0,5199055000.0,4508936700.0,17009458.0
1130,12,projection_xy,600,8338832000.0,6065765400.0,4598797300.0,10591989.0
1130,12,projection_yz,600,8347236000.0,6070130700.0,4600956000.0,10591987.0
1130,12,projection_zx,600,8346158600.0,6069506600.0,4600591400.0,10591989.0
67,20,projection_xy,1000,390956350000.0,432119480000.0,519577170000.0,11449484000.0
67,20,projection_yz,1000,339634420000.0,385086260000.0,464152700000.0,11449481000.0
67,20,projection_zx,1000,337786340000.0,357621240000.0,422619700000.0,11449481000.0
1689,14,projection_xy,700,21557029000.0,6925765600.0,4130568000.0,11416875.0
1689,14,projection_yz,700,21572940000.0,6928628700.0,4131442400.0,11416880.0
1689,14,projection_zx,700,21562825000.0,6926653000.0,4130736600.0,11416874.0
1352,14,projection_xy,700,6089493500.0,4388264400.0,3194431000.0,8033474.0
1352,14,projection_yz,700,6091578400.0,4389288400.0,3194841000.0,8033475.0
1352,14,projection_zx,700,6090294000.0,4388619000.0,3194514200.0,8033474.0
1091,10,projection_xy,500,10341414000.0,6810968000.0,4367583000.0,6149383.5
1091,10,projection_yz,500,10337865000.0,6809437000.0,4367021600.0,6149383.0
1091,10,projection_zx,500,10343228000.0,6811692000.0,4367843000.0,6149383.0
1216,17,projection_xy,850,24576565000.0,18940013000.0,15135192000.0,35109904.0
1216,17,projection_yz,850,24545400000.0,18922865000.0,15126355000.0,35109900.0
1216,17,projection_zx,850,24582050000.0,18943830000.0,15137710000.0,35109910.0
39,24,projection_xy,1200,1525215700000.0,1827039600000.0,2156455400000.0,52523565000.0
39,24,projection_yz,1200,1039478100000.0,1267238300000.0,1519824500000.0,52523577000.0
39,24,projection_zx,1200,817238200000.0,995034600000.0,1194649200000.0,52523550000.0
1420,11,projection_xy,550,6901625000.0,5232486400.0,4291229200.0,14699602.0
1420,11,projection_yz,550,6904625000.0,5234375000.0,4292427000.0,14699606.0
1420,11,projection_zx,550,6905123300.0,5234146000.0,4292129800.0,14699605.0
167,23,projection_xy,1150,535413130000.0,557427060000.0,635201060000.0,8481590300.0
167,23,projection_yz,1150,896373700000.0,888064900000.0,979213940000.0,8481590300.0
167,23,projection_zx,1150,480943080000.0,530518540000.0,620958300000.0,8481591300.0
556,27,projection_xy,1350,1199513800000.0,666601460000.0,483335540000.0,1066478900.0
556,27,projection_yz,1350,1365794000000.0,717535250000.0,505958200000.0,1066478850.0
556,27,projection_zx,1350,1263039500000.0,677933500000.0,486406650000.0,1066478660.0
915,12,projection_xy,600,11913688000.0,10128695000.0,9549752000.0,51304200.0
915,12,projection_yz,600,11908175000.0,10125015000.0,9547263000.0,51304190.0
915,12,projection_zx,600,11912897000.0,10128050000.0,9549286000.0,51304200.0
201,17,projection_xy,850,211521630000.0,272209530000.0,345049100000.0,9894868000.0
201,17,projection_yz,850,306939000000.0,393037380000.0,496928420000.0,9894871000.0
201,17,projection_zx,850,315352940000.0,396142150000.0,497811850000.0,9894868000.0
51,18,projection_xy,900,534292700000.0,729632300000.0,947642800000.0,40663417000.0
51,18,projection_yz,900,408831400000.0,544597500000.0,698438650000.0,40663405000.0
51,18,projection_zx,900,435094300000.0,585409700000.0,757182370000.0,40663405000.0
1199,18,projection_xy,900,54016954000.0,39758123000.0,33699461000.0,112363064.0
1199,18,projection_yz,900,53862617000.0,39644942000.0,33631769000.0,112363064.0
1199,18,projection_zx,900,54005682000.0,39718940000.0,33673058000.0,112363060.0
1497,11,projection_xy,550,8366991400.0,5316631000.0,3553617400.0,7995619.5
1497,11,projection_yz,550,8368006700.0,5317016600.0,3553720000.0,7995619.0
1497,11,projection_zx,550,8365103600.0,5315885000.0,3553353000.0,7995619.0
1382,11,projection_xy,550,7955095000.0,6171469300.0,5168037000.0,18942084.0
1382,11,projection_yz,550,7954478600.0,6171096000.0,5167822300.0,18942082.0
1382,11,projection_zx,550,7956628000.0,6172064000.0,5168201700.0,18942084.0
766,27,projection_xy,1350,305044700000.0,159872800000.0,110215720000.0,159840600.0
766,27,projection_yz,1350,305939350000.0,160069420000.0,110278530000.0,159840500.0
766,27,projection_zx,1350,306421900000.0,160307740000.0,110404830000.0,159840530.0
336,26,projection_xy,1300,1439822900000.0,1024382140000.0,937581600000.0,3304376300.0
336,26,projection_yz,1300,1169802000000.0,874532300000.0,828270640000.0,3304377000.0
336,26,projection_zx,1300,831983900000.0,711816600000.0,712141050000.0,3304378600.0
1050,18,projection_xy,900,48677500000.0,39310250000.0,32580180000.0,86162460.0
1050,18,projection_yz,900,48674880000.0,39300340000.0,32571933000.0,86162456.0
1050,18,projection_zx,900,48617992000.0,39267540000.0,32551776000.0,86162450.0
752,18,projection_xy,900,354685980000.0,241538510000.0,185026920000.0,416478080.0
752,18,projection_yz,900,354785400000.0,241360620000.0,184932680000.0,416478050.0
752,18,projection_zx,900,348828170000.0,240030970000.0,184461200000.0,416478000.0
3855,20,projection_xy,1000,10276963000.0,8313111600.0,7643261000.0,32604136.0
3855,20,projection_yz,1000,10281198000.0,8315561500.0,7644807000.0,32604138.0
3855,20,projection_zx,1000,10273817000.0,8311080000.0,7641917000.0,32604132.0
627,26,projection_xy,1300,332651760000.0,261591220000.0,211016880000.0,523439460.0
627,26,projection_yz,1300,323835040000.0,256391360000.0,208225120000.0,523439400.0
627,26,projection_zx,1300,331516540000.0,261061970000.0,210848780000.0,523439330.0
735,16,projection_xy,800,251377480000.0,138575310000.0,98521160000.0,161086700.0
735,16,projection_yz,800,251108330000.0,138987550000.0,98804154000.0,161086670.0
735,16,projection_zx,800,249208420000.0,138156360000.0,98387984000.0,161086690.0
1692,12,projection_xy,600,5842129400.0,4430784000.0,3708633300.0,12289206.0
1692,12,projection_yz,600,5840571400.0,4429916000.0,3708132400.0,12289205.0
1692,12,projection_zx,600,5840844000.0,4430079000.0,3708226800.0,12289205.0
1032,11,projection_xy,550,11970396000.0,8535340000.0,6311268400.0,13224866.0
1032,11,projection_yz,550,11964550000.0,8532462600.0,6309878000.0,13224866.0
1032,11,projection_zx,550,11970517000.0,8535708700.0,6311610000.0,13224867.0
390,19,projection_xy,950,463253800000.0,434971870000.0,452519820000.0,2604407000.0
390,19,projection_yz,950,801806500000.0,658018860000.0,625089700000.0,2604407000.0
390,19,projection_zx,950,755829800000.0,603204940000.0,576077040000.0,2604407000.0
106,17,projection_xy,850,968613170000.0,780390200000.0,773556600000.0,15028223000.0
106,17,projection_yz,850,1168491000000.0,932743500000.0,913399900000.0,15028226000.0
106,17,projection_zx,850,1100800700000.0,883368300000.0,870710700000.0,15028226000.0
1393,17,projection_xy,850,8678542000.0,6218051600.0,4644848600.0,12979128.0
1393,17,projection_yz,850,8678529000.0,6218099700.0,4644942300.0,12979128.0
1393,17,projection_zx,850,8675899000.0,6216703500.0,4644229000.0,12979131.0
52,22,projection_xy,1100,1011195200000.0,1088972460000.0,1211981200000.0,14192936000.0
52,22,projection_yz,1100,1206960700000.0,1104538400000.0,1183126500000.0,14192937000.0
52,22,projection_zx,1100,1553935900000.0,1430862800000.0,1518672200000.0,14192934000.0
738,23,projection_xy,1150,158688840000.0,92237350000.0,65205360000.0,103617680.0
738,23,projection_yz,1150,158756200000.0,92252890000.0,65210520000.0,103617690.0
738,23,projection_zx,1150,158869230000.0,92244490000.0,65198670000.0,103617650.0
1806,13,projection_xy,650,3297459000.0,2515571700.0,2223032600.0,12154603.0
1806,13,projection_yz,650,3297501700.0,2515594200.0,2223046000.0,12154602.0
1806,13,projection_zx,650,3297275000.0,2515466200.0,2222967600.0,12154605.0
1552,18,projection_xy,900,55836510000.0,31542920000.0,24549153000.0,70622160.0
1552,18,projection_yz,900,55832682000.0,31541826000.0,24551040000.0,70622180.0
1552,18,projection_zx,900,55857530000.0,31577833000.0,24570276000.0,70622170.0
465,25,projection_xy,1250,570603540000.0,579765100000.0,638933900000.0,4689925600.0
465,25,projection_yz,1250,603257440000.0,588819330000.0,640148000000.0,4689924600.0
465,25,projection_zx,1250,556389900000.0,534968430000.0,585316240000.0,4689925000.0
882,11,projection_xy,550,44684124000.0,28559055000.0,18176387000.0,20272348.0
882,11,projection_yz,550,44671730000.0,28554890000.0,18175277000.0,20272350.0
882,11,projection_zx,550,44691653000.0,28563470000.0,18178800000.0,20272346.0
107,30,projection_xy,1500,2238279800000.0,1876505900000.0,1940944500000.0,18608636000.0
107,30,projection_yz,1500,2126608100000.0,1798795400000.0,1867549600000.0,18608642000.0
107,30,projection_zx,1500,1180575900000.0,1076956400000.0,1158630100000.0,18608640000.0
42,32,projection_xy,1600,1186114600000.0,1490264700000.0,1813820700000.0,58051633000.0
42,32,projection_yz,1600,1273486600000.0,1604344300000.0,1949655600000.0,58051686000.0
42,32,projection_zx,1600,1173549000000.0,1479768500000.0,1806714000000.0,58051666000.0
83,29,projection_xy,1450,1245931400000.0,1079857450000.0,1167425500000.0,29437118000.0
83,29,projection_yz,1450,1185959100000.0,1060282800000.0,1152298400000.0,29437125000.0
83,29,projection_zx,1450,2634367400000.0,1945493800000.0,1935012000000.0,29437129000.0
589,23,projection_xy,1150,488712140000.0,331634100000.0,280724830000.0,860147100.0
589,23,projection_yz,1150,493838340000.0,329202500000.0,278342200000.0,860147000.0
589,23,projection_zx,1150,450067430000.0,312962120000.0,269674430000.0,860147140.0
174,25,projection_xy,1250,1763057300000.0,1379542000000.0,1382510100000.0,9088699000.0
174,25,projection_yz,1250,822678700000.0,778607600000.0,851557500000.0,9088695000.0
174,25,projection_zx,1250,1372166200000.0,1182327500000.0,1233081500000.0,9088699000.0
1534,20,projection_xy,1000,31430758000.0,24739066000.0,20265796000.0,54809532.0
1534,20,projection_yz,1000,31379850000.0,24707834000.0,20246764000.0,54809548.0
1534,20,projection_zx,1000,31385827000.0,24714179000.0,20252944000.0,54809540.0
59,54,projection_xy,2700,1766151700000.0,1913938800000.0,2070384600000.0,35848167000.0
59,54,projection_yz,2700,1741264900000.0,1851910100000.0,1998892600000.0,35848176000.0
59,54,projection_zx,2700,1777362900000.0,1940030400000.0,2129960900000.0,35848155000.0
2181,47,projection_xy,2350,33647370000.0,29693840000.0,28624670000.0,155088480.0
2181,47,projection_yz,2350,33654830000.0,29698740000.0,28628020000.0,155088420.0
2181,47,projection_zx,2350,33674113000.0,29710848000.0,28636035000.0,155088560.0
1112,12,projection_xy,600,61479790000.0,27655244000.0,18279954000.0,26481700.0
1112,12,projection_yz,600,61289820000.0,27610866000.0,18263890000.0,26481702.0
1112,12,projection_zx,600,61308510000.0,27610860000.0,18262330000.0,26481696.0
857,21,projection_xy,1050,246621300000.0,140709660000.0,104144860000.0,190139840.0
857,21,projection_yz,1050,245575100000.0,140300800000.0,103923260000.0,190139870.0
857,21,projection_zx,1050,243248300000.0,139513040000.0,103562900000.0,190139890.0
244,19,projection_xy,950,422529960000.0,422464200000.0,475678380000.0,6283004000.0
244,19,projection_yz,950,575128900000.0,564766240000.0,624684560000.0,6283004000.0
244,19,projection_zx,950,371953370000.0,389594640000.0,449862630000.0,6283003000.0
302,23,projection_xy,1150,3015482300000.0,1892305600000.0,1504292200000.0,3055245600.0
302,23,projection_yz,1150,1804466000000.0,1311963100000.0,1151556900000.0,3055247400.0
302,23,projection_zx,1150,1718646300000.0,1332459200000.0,1181429800000.0,3055246300.0
289,27,projection_xy,1350,1581796400000.0,1066174900000.0,926777200000.0,3892262700.0
289,27,projection_yz,1350,924054500000.0,713406900000.0,669838800000.0,3892263400.0
289,27,projection_zx,1350,971503900000.0,687756800000.0,643746900000.0,3892262100.0
2146,15,projection_xy,750,4026961400.0,3061409800.0,2648352300.0,11532429.0
2146,15,projection_yz,750,4027326700.0,3061614600.0,2648475100.0,11532429.0
2146,15,projection_zx,750,4026873600.0,3061357300.0,2648314400.0,11532428.0
826,23,projection_xy,1150,389439400000.0,173868250000.0,116955455000.0,231214130.0
826,23,projection_yz,1150,386476240000.0,173658520000.0,117012640000.0,231214190.0
826,23,projection_zx,1150,402128040000.0,177885540000.0,118710600000.0,231214220.0
1097,18,projection_xy,900,31805256000.0,22852727000.0,18148819000.0,52211150.0
1097,18,projection_yz,900,31925453000.0,22905743000.0,18174777000.0,52211136.0
1097,18,projection_zx,900,31894241000.0,22889791000.0,18165785000.0,52211144.0
1327,17,projection_xy,850,32039102000.0,28833520000.0,27713686000.0,123235736.0
1327,17,projection_yz,850,31981326000.0,28794579000.0,27687340000.0,123235770.0
1327,17,projection_zx,850,32174092000.0,28923130000.0,27772969000.0,123235780.0
994,16,projection_xy,800,115795214000.0,77557720000.0,57987277000.0,141374670.0
994,16,projection_yz,800,116074570000.0,77773700000.0,58092528000.0,141374700.0
994,16,projection_zx,800,115094290000.0,77334030000.0,57928167000.0,141374700.0
394,29,projection_xy,1450,1562925600000.0,1137843000000.0,948887000000.0,2191017000.0
394,29,projection_yz,1450,1658066700000.0,1149764600000.0,947343460000.0,2191016000.0
