object_id,object_Mstar,object_Mgas,object_Mvir,object_groupID
599,8.39034682241237,9.272380076430624,10.33434516395649,-1
881,7.8385878060532,8.83738007840826,10.154697793596387,-1
751,8.685333220168133,9.19185047105527,10.13859633986822,63
2554,7.638902388933365,-inf,9.586073948837722,3
1203,7.16889211733656,8.550481515753575,9.985595757549204,-1
369,8.829417639566627,9.539115007827048,10.621028721263505,-1
1367,7.2804463320596104,7.690330779058416,9.945039495116841,-1
1080,8.029379718839309,8.999706752242458,9.902911346650823,-1
322,9.161930722774906,9.624544037724332,10.665415871449362,-1
246,9.60254179085358,9.590069043792763,10.82959770678939,-1
1069,7.3680543309571345,8.581649335277115,10.055405091654167,-1
103,10.075550610910659,10.176817371144239,11.182574416021154,-1
54,10.427007082408242,10.184194404461818,11.546656157432224,-1
380,9.25372075251112,9.25538830152631,10.617763357367851,-1
3117,8.227470199001749,6.79753413104151,9.323979784502777,9
1146,7.166989274223396,8.625295984508018,10.002654098647405,-1
148,9.785125454933477,9.922045205361139,11.073417721867594,-1
414,9.48313208331047,9.519834554065776,10.374502726100145,68
868,9.162483752878801,8.87732526443497,9.858442147656401,16
570,9.351282113242943,8.934938078067471,10.244188025615992,7
3683,6.910047274246525,-inf,9.415015105048097,15
697,8.541627912152851,9.052174324243438,10.274942566083686,-1
1535,6.806475736367057,-inf,9.892967880950602,-1
823,7.8642333285740476,9.110892600802218,10.141076464675574,-1
1949,6.6431060896743155,8.37426613980508,9.673598659899213,-1
947,7.90603642906541,8.64714032344232,10.127781640417757,-1
65,10.812575812097625,8.685891253436708,11.103967832740969,6
1013,7.323817037503786,8.26849372555832,10.120281012681387,-1
179,9.626069233718804,9.707934489992017,11.01761340302503,-1
1177,7.27218519028771,8.604079102729429,9.98858169654876,6
132,9.82104623038484,9.78160101116707,11.147088624628166,-1
976,8.151911996707007,8.844842972223365,10.050027691978801,-1
1504,6.898269262167617,8.155627493981948,9.865694876550748,-1
812,8.246365613152193,8.977496798640459,10.183662666881414,-1
789,8.568760078968062,9.192648283682962,10.104797698323626,-1
1787,7.219524276117898,8.435082727982103,9.71802727659475,216
541,8.344010870377305,9.413951554860649,10.396392905111075,-1
425,9.054758560957637,9.553079202356347,10.481931114136435,-1
859,6.816029737111254,8.889923279257415,10.174088895463685,-1
604,8.550823723401942,9.329788263760282,10.29476594022924,-1
487,8.550666096946722,9.518067571690816,10.432788163528054,-1
1725,6.5866424318194925,8.122137206486746,9.788236268553662,-1
277,9.357370659788042,9.763701213612013,10.724816352686888,-1
1279,6.741996507803524,8.288000922432806,9.968990262994915,-1
313,9.905415908834026,8.251139164247386,10.45414943234686,1
190,9.998005053469635,9.858211053517987,10.77078428586621,12
1356,6.985910799316793,8.440195687034368,9.904828025421653,-1
3307,8.08963668394411,-inf,9.346274716142128,12
358,9.30783820415656,9.348020433631246,10.637152369851535,-1
1232,7.170543328599618,8.279135155286282,9.999434180155859,-1
1617,7.210594047512372,8.135406186649021,9.819632759420125,-1
619,7.855737762157069,9.305910002904616,10.311895778013454,-1
30409,7.01932819107435,-inf,8.188039308395618,0
6591,7.788905480019154,-inf,8.974072109861252,4
736,8.300140954093333,8.98910438061208,10.258390617696032,-1
652,7.786887650026824,9.250793140032393,10.28472617918298,-1
982,9.044896299900762,8.84748566815487,9.752300496063953,5
345,9.128803000718532,9.519745325629225,10.64485889337569,-1
221,9.669834563393511,9.604756173662802,10.88262470442212,-1
2388,7.497033368445138,-inf,9.628408345134345,-1
91,10.19321367526625,9.997455848482197,11.270550741135105,-1
78,10.13151922069791,10.131779009369186,11.406708756158464,-1
10280,7.0120438075545035,-inf,8.869263410334202,1
2361,8.285025929664362,-inf,9.511658806095197,5
4392,7.638104711181032,7.862181487324004,9.19881648225676,60
164,9.817672442670135,9.81861513211869,11.018879337918559,-1
33,10.630676988923224,10.56699929546963,11.703978825008386,-1
1121,8.860795422132513,8.957859554674078,9.645221779471605,-1
1045,9.100715086573082,-inf,9.760420975453643,2
283,9.012162067970824,9.872300819202986,10.69606530516532,-1
2086,6.776885611041631,7.55278255310854,9.709088401508362,-1
3934,6.638627011285571,-inf,9.385044723599684,11
1519,7.460963958682812,6.755927424980643,9.8867951885812,-1
473,8.86998228285908,9.202395672220677,10.532604069263318,-1
517,8.737585398159105,9.480502790900074,10.388174051735703,195
1801,6.680844762741776,8.462781205981528,9.71158285588316,-1
2676,7.254279732188729,-inf,9.576723637520402,58
438,9.119546201907685,9.342738416555417,10.526945057418477,-1
1552,7.683455011286307,8.446475031801787,9.79382389808442,-1
3503,8.28322431557883,-inf,9.19090850633276,-1
844,7.295162302839487,8.719771160272366,10.213897432641925,-1
1436,6.616772643995609,8.471585054185189,9.86006476437858,-1
920,8.056237658980228,9.123992029271866,10.008847053340967,284
794,8.72764534510405,8.594656583028021,10.218727140663924,-1
4120,7.596264925759173,-inf,9.315890612581153,-1
1110,7.584180778608902,8.771566169800057,9.981883814376705,-1
49,10.560745689249861,10.183676892938127,11.624244957427475,-1
2234,7.418741992574831,-inf,9.669175502607747,-1
155,9.796941871056463,9.522431191434158,11.104524666601309,-1
1393,6.956490668860041,8.64537706892874,9.841724774955534,-1
6466,7.907670892413337,-inf,8.926575482908007,8
911,7.471686211610765,8.764681891767143,10.148920239877103,-1
409,9.335160914256024,9.39004265126745,10.511807185728024,-1
875,7.835932694486429,8.780731962589986,10.171108936487027,-1
2768,8.324691857538337,-inf,9.36406671690965,0
526,8.777192573721171,9.544019648840207,10.321411997974005,-1
442,9.150031499475197,9.57433806077415,10.41062204024461,-1
1528,7.389978960569842,7.903582631705885,9.867849169239811,9
2723,6.898292316513912,-inf,9.57438435033886,-1
1684,8.145836340017311,8.68982011967051,9.614092182283255,119
3888,6.596565209544615,-inf,9.39114690641599,-1
4739,8.229820016575282,-inf,8.945601512077275,7
663,8.458802472076565,9.090039262996829,10.305095447306973,-1
2466,7.269087781358565,-inf,9.622322842078074,-1
707,9.019905199804613,9.050147658020304,10.1687213496997,11
