galaxyID,FOV,pixel,view,band,b_a,b_a_e,PA,PA_e,n,n_e,Re,Re_e,Ie,Ie_e,Mstar_ahf_cat
3,83,4150,projection_zx,band_r,0.9999999897862488,6.511812528506848e-10,0.4681394610450837,0.031879823272464,0.5830759426338376,6.593488574015922e-10,27.107908389081885,1.4154541175494956e-08,6.171231729147392,3.3907361404482236e-10,419125000000.0
3,83,4150,projection_zx,band_u,0.9999999985150392,1.1960707770171914e-09,0.489837001910729,0.4033071620738921,0.5153229688211962,1.149482315147169e-09,34.48541822180682,3.1938090669476366e-08,5.809103515410146,5.994196448091232e-10,419125000000.0
4,36,1800,projection_xy,band_r,0.684626600526701,4.724659236658252e-10,2.573019737787064,8.915386694146382e-10,0.3600000046556507,5.64862570784677e-10,20.730730009593653,1.0317966907546514e-08,6.357744325915514,3.0713031475462355e-10,278360000000.0
4,36,1800,projection_xy,band_u,0.99999974723912,1.940368135939322e-09,1.151319716785661,0.003875743277047,0.6577207362241531,2.7208810378644412e-09,25.1143286174128,5.8201766315420894e-08,5.796156073366424,1.4991526269275494e-09,278360000000.0
4,36,1800,projection_yz,band_r,0.8515612733855501,4.97681680730599e-10,0.0175816321787813,1.755100003369236e-09,0.3601781321723707,4.798029804147977e-10,20.36048129661141,8.786423303728306e-09,6.403836961323289,2.6058954067614994e-10,278360000000.0
4,36,1800,projection_yz,band_u,0.870682769294559,1.1034230026733142e-09,3.094843846491392,4.254042176269129e-09,0.360000000457215,1.062187580504372e-09,22.41968097754366,2.201465915382528e-08,6.047911629249571,5.783586639280806e-10,278360000000.0
4,36,1800,projection_zx,band_r,0.7068011682397018,4.6295585286220637e-10,1.51251963790251,8.836825355574012e-10,0.3600000010345501,5.300051652909468e-10,21.528755211802878,1.0730086757888756e-08,6.380011303619414,2.889425691297321e-10,278360000000.0
4,36,1800,projection_zx,band_u,0.7668290147847365,1.0741180515828312e-09,1.4844698116667716,2.389559898764051e-09,0.3600000025549692,1.1383251591291795e-09,23.580533840930503,2.6584574194046668e-08,6.021897065733682,6.22789165810188e-10,278360000000.0
5,25,1250,projection_xy,band_r,0.6267135430486056,5.537097984244012e-10,1.4559557570771684,6.790826869790983e-10,0.3600000007104912,5.985724107601778e-10,21.67245814511697,1.8209540895299903e-08,6.464727124582604,3.418120802485809e-10,234994000000.0
5,25,1250,projection_xy,band_u,0.0536529108902745,6.254134645339305e-09,1.4651072361197208,5.291538312301244e-10,0.7081889550566965,6.060876143145716e-08,183.0614035208195,7.073024344166801e-06,9.013078091344832,9.039848021389584e-07,234994000000.0
5,25,1250,projection_yz,band_r,0.5693871236109413,4.2759846616494295e-10,1.262986276028381,6.03723297983102e-10,0.4635575757759653,6.938054196791568e-10,16.126756467333006,1.0344876980379894e-08,6.504601967795305,3.716434919795599e-10,234994000000.0
5,25,1250,projection_yz,band_u,0.2903947059615119,4.500301644697605e-10,1.2009277914568526,4.740743137753887e-10,3.1888922680937832,7.693446268547592e-09,82.63572727535613,5.530950633895738e-07,5.272276514642828,3.92791625614139e-09,234994000000.0
5,25,1250,projection_zx,band_r,0.3747005513156254,4.297631109797916e-10,0.0722178761318756,3.3421783937020593e-10,0.3600000015900866,6.253215598207382e-10,23.711688728385333,2.589719948222992e-08,6.4972460657853,3.656885587984084e-10,234994000000.0
5,25,1250,projection_zx,band_u,0.0042794542543659,1.4435338190632562e-10,0.094185182313158,2.5376905531943784e-10,3.2294000433752044,1.6064228921294965e-07,2913.450568957749,0.0001044070546005,5.846945530291199,7.588726078166839e-09,234994000000.0
6,20,1000,projection_xy,band_r,0.9336077189744192,9.193285246789125e-10,1.3298565114056575,6.388123103887965e-09,0.3600000019108251,8.848021122513276e-10,15.10044581068829,1.3427839203112128e-08,6.417213283842505,5.017286462579232e-10,299638000000.0
