galaxyID,FOV,pixel,view,band,level,ncontour,cx,cy,a,b,theta,flag,lum_sum,b_a,b_a_std,lim,nrange,Mstar_ahf_cat
20,38,1900,projection_xy,band_g,380671.5338137443,8,-0.0986955024628477,0.0883214420161005,26.877677362342126,24.449878122077536,2.989440741461658,none,3818876700.0,0.900944262684506,0.0056022102078282,0.9,12,83515800000.0
20,38,1900,projection_yz,band_g,18076399.696960952,4,4.193417217432705,-2.62462382193306,0.3714741113839447,0.362410835827348,2.5672306931562634,none,14040872.0,0.9743855988574732,0.0008178875042349,0.5,6,83515800000.0
20,38,1900,projection_yz,band_g,274745.20239297993,2,-0.7629680428597008,-0.2442017244789703,32.81115525707041,15.853242331223427,2.731001439096614,none,2177845500.0,0.4838393148562188,0.0075323703768076,0.9,12,83515800000.0
20,38,1900,projection_zx,band_g,3161152.100880301,87,-0.5628961344968099,0.6817708971239818,18.68995563180109,7.780281082043256,1.725535825480076,none,1428779300.0,0.4285335981331715,0.0158104385160079,0.5,9,83515800000.0
20,38,1900,projection_zx,band_g,301818.9083923873,2,-0.0815726081681348,0.2218629718650249,31.82634433233867,17.267003291557025,1.7704646277269045,none,2632243500.0,0.5419270557561864,0.0030316955142324,0.9,12,83515800000.0
21,16,800,projection_xy,band_g,4484042.898575101,39,0.2682640996924602,-1.6401568758512193,8.248638262160517,2.809728484060621,1.4744469087856396,none,1010941400.0,0.4613203992503779,0.0998794326563077,0.5,8,80857500000.0
21,16,800,projection_xy,band_g,1305572.1154511806,2,-0.6441723253320558,-0.3985789110794124,11.94547006299958,11.489306173226634,1.809102406018952,none,2034699300.0,0.9580992262910408,0.0036872467912753,0.9,12,80857500000.0
21,16,800,projection_yz,band_g,12518641.560786067,24,-1.744497140891184,-0.0345040591118617,6.773170708272504,5.519261004446788,0.0801722000360634,none,694529800.0,0.8396344498901254,0.0153505734188432,0.5,12,80857500000.0
21,16,800,projection_yz,band_g,1135520.045259254,2,-0.5963919374917916,0.0641624191288856,12.904257689716442,9.28221670004891,3.059746820190936,none,1621609200.0,0.7188907807146894,0.0028401124374615,0.9,12,80857500000.0
21,16,800,projection_zx,band_g,39898683.43889964,7,-3.7898193078643474,-0.2467484573180911,0.4244645578078035,0.3257561275554205,2.476196649128047,none,21240096.0,0.7384538220161853,0.028987532880061,0.5,5,80857500000.0
21,16,800,projection_zx,band_g,987617.4268167365,1,-0.0967064869253668,-0.5576498739114167,12.74871266901589,9.315023578653502,1.3403622220444271,none,1400141300.0,0.7315052437402546,0.0026809064273848,0.9,12,80857500000.0
22,18,900,projection_xy,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,54832900000.0
22,18,900,projection_yz,band_g,53997638.62712818,2,-5.109788366571832,-6.884280933795749,0.3400443387895613,0.320376981658414,1.0209959534525055,none,21835188.0,0.94145966767015,0.0007661582080482,0.5,6,54832900000.0
22,18,900,projection_yz,band_g,53997638.62712818,2,-5.109788366571832,-6.884280933795749,0.3400443387895613,0.320376981658414,1.0209959534525055,none,21835188.0,0.94145966767015,0.0007661582080482,0.9,6,54832900000.0
22,18,900,projection_zx,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,54832900000.0
24,28,1400,projection_xy,band_g,2448146.2191235414,40,0.0777653090992809,0.2305900906800619,15.455225547552857,4.901275615843559,1.5943887997127344,none,638596200.0,0.3319264628007136,0.0249093940130386,0.5,12,63827900000.0
24,28,1400,projection_xy,band_g,363196.9883869074,1,-0.1352482670746997,0.4865932129561683,21.96829645897409,10.367078758360009,1.556997903373992,none,1202968300.0,0.4724864035559672,0.0052238822365833,0.9,12,63827900000.0
24,28,1400,projection_yz,band_g,error,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1,63827900000.0
