galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie
353,23,1150,projection_yz,band_u,0.38253549372597717,0.6387902807851061,2.471856823499123,10.642427361757273,6.602595901052168
353,23,1150,projection_yz,band_r,0.5704633220123548,1.7842140690761217,0.5048432082008474,4.582217394657547,7.142245525775998
353,23,1150,projection_zx,band_u,0.6361543889466238,2.088573804591572,1.3215540663227006,0.772867747823639,8.16008287022162
353,23,1150,projection_zx,band_r,0.3366110342630193,0.24655830770133672,4.214355424292242,43.047469927977644,5.447539332176995
423,20,1000,projection_xy,band_u,0.8970396698445127,1.8090561277129134,0.5389118425437316,0.1303137108096128,9.807575560129482
423,20,1000,projection_xy,band_r,0.8785814558691903,2.138102726609975,0.6299039359353831,0.14485533432290415,8.807893014277022
423,20,1000,projection_yz,band_u,0.8915970627269754,0.6486790673207687,0.5713316918837095,0.13022155184435952,9.791863549739105
423,20,1000,projection_yz,band_r,0.7928950242777367,1.1792891150828773,4.301570545255258,2.5595148925690334,6.968779910581116
423,20,1000,projection_zx,band_u,0.8711531062036495,0.6034882402798986,0.5637386051696242,0.13608941445207928,9.744434832566698
423,20,1000,projection_zx,band_r,0.8159728094297111,0.3221027624204202,4.332866518668895,2.0988490472507566,6.984301092821203
1233,15,750,projection_xy,band_u,0.8500787966912299,3.017351266708277,0.8021737753947698,2.089383320786851,6.023267954245182
1233,15,750,projection_xy,band_r,0.879232273607779,2.871130545509332,0.8039397028875627,2.2197320527271938,5.7945002171778
1233,15,750,projection_yz,band_u,0.6912637494148015,1.6027846616323942,0.754630500750603,1.929237093938932,6.14624744984787
1233,15,750,projection_yz,band_r,0.7525126231069352,1.671945833842061,0.8191157458847264,2.14568666540437,5.862111666350767
1233,15,750,projection_zx,band_u,0.7310949404495817,0.4194802712590504,1.017996350895026,1.9650737044369015,6.109655381885576
1233,15,750,projection_zx,band_r,0.6988568843241593,0.5180605462836535,0.8905943007239676,2.150983180279915,5.904935379385939
723,19,950,projection_xy,band_u,0.7780489019949801,1.5572345508204202,3.084913421593315,5.894362685853072,6.2885427530109475
723,19,950,projection_xy,band_r,0.7365451379146598,1.660872611006363,0.6318236633265408,2.8775765498584622,6.707890793217164
723,19,950,projection_yz,band_u,0.7638264856054587,0.3896304746046537,3.1467478631988386,5.677431683695274,6.297860312003309
723,19,950,projection_yz,band_r,0.9163256079657678,1.2242978430371794,0.5688681950550153,2.153522617899571,6.869246544916366
723,19,950,projection_zx,band_u,0.5185130320242536,0.8501240221105184,3.021948915597717,6.709298075693109,6.334852991069617
723,19,950,projection_zx,band_r,0.6564003693109356,0.2362949820767785,0.7124995791079569,3.0276119054570274,6.69699461388281
229,30,1500,projection_xy,band_u,0.2355358332329886,1.9832666897753726,0.8490782443900886,5.316745817189228,7.88318831708356
229,30,1500,projection_xy,band_r,0.9999999747481281,0.38844239786136825,1.390779610858282,7.270554975650127,6.9223463117394175
229,30,1500,projection_yz,band_u,0.4385899905830154,1.473289560469527,0.4539509256830037,4.200170507825068,7.727969930760782
229,30,1500,projection_yz,band_r,0.4546042708263109,1.576730763402355,0.506470018223492,4.110704893417265,7.512900553219432
229,30,1500,projection_zx,band_u,0.9041774216662968,0.4872997477668446,0.7993949026850871,0.14548414153892503,9.557313592829372
229,30,1500,projection_zx,band_r,0.30832796164275245,0.0059148764019294475,0.5625755167333009,5.3949757508683795,7.54524220614028
685,21,1050,projection_xy,band_u,0.6595073653299242,1.464529534539327,0.36000000086457346,3.774171155609853,6.988169707639053
685,21,1050,projection_xy,band_r,0.9999996909216672,0.6515538319727447,0.7995558406670236,4.121775952426591,6.3101540402351635
685,21,1050,projection_yz,band_u,0.42846017024643557,1.4767105452605287,0.9334338438852462,2.5898867708004323,7.3243804666261925
685,21,1050,projection_yz,band_r,0.49975025730508543,1.5387034791232197,0.5994754998504526,2.890518012146499,6.868132889226885
685,21,1050,projection_zx,band_u,0.2878485354714975,3.1111717022400525,0.4075703327324425,3.772500543028907,7.296151173176747
685,21,1050,projection_zx,band_r,0.3903866878036879,3.131572193413195,0.6043197184175451,3.8885322013092583,6.737761985665677
442,30,1500,projection_xy,band_u,0.22085043545016841,1.6183253192082696,0.3605124445042736,0.6870537423826238,9.052686352221453
442,30,1500,projection_xy,band_r,0.4405270579010407,1.6765213076916403,5.128330798014898,14.89431841120922,5.90568777781803
442,30,1500,projection_yz,band_u,0.8376972036093463,0.22732170553266298,0.5427895347099991,0.20112317128170523,9.332863331269335
442,30,1500,projection_yz,band_r,0.940053303984272,1.3129556886063662,4.259007629888809,3.3883247364594102,6.662811080887069
442,30,1500,projection_zx,band_u,0.23017358996574808,2.973699936093748,0.36019961907825104,0.7078847060409714,8.779952967276856
442,30,1500,projection_zx,band_r,0.3823520391602019,3.067667477597965,4.260411571672158,15.036120268516614,6.029811834735152
1000,16,800,projection_xy,band_u,0.8961891054176493,0.427412202884221,1.7675220485410401,0.8421329405736766,7.5774778305845
1000,16,800,projection_xy,band_r,0.8234658849195613,1.314195225281482,1.9036619570969182,1.7867086562691084,6.543545639819043
1000,16,800,projection_yz,band_u,0.7773767738980549,2.0318805874410737,1.0939207074019044,0.5046229178736144,8.058067071651202
1000,16,800,projection_yz,band_r,0.7460902150037684,2.2912079773329137,1.932826805026219,1.3421699892487577,6.767495994571231
1000,16,800,projection_zx,band_u,0.9184459999579295,2.512450016128649,1.0509576869940505,0.4297209077945292,8.081139493791222
1000,16,800,projection_zx,band_r,0.6960626750948273,2.5194031317902064,2.021661574815502,1.821663401205954,6.603187166114074
754,23,1150,projection_xy,band_u,0.43217205110283197,1.1074302071867959,0.6501529029990993,3.331692400084875,6.849961408015245
