galaxyID,FOV,pixel,view,band,b_a,PA,n,Re,Ie,Mstar_ahf_cat,flag
388,21,1050,projection_zx,band_g,0.9776190275784022,2.690589285941958,0.3978457802866457,5.483857895625488,6.471742743470079,5256690000.0,none
397,29,1450,projection_xy,band_g,0.6066923972909799,1.1591596851883377,2.7767293692454915,0.956410823159074,7.919308601299314,946406000.0,none
397,29,1450,projection_yz,band_g,0.5940006972827446,2.690843897773517,0.9726593550904512,0.2913237764596354,8.899150947899514,946406000.0,fit
397,29,1450,projection_zx,band_g,0.5387574524490729,2.5603069869216237,2.1840321383688326,0.8071086021989817,8.133706183000426,946406000.0,none
399,25,1250,projection_xy,band_g,0.3739209625369514,1.9461529721390831,0.3621849347355671,2.3634470177318625,8.199644190008046,976907000.0,fit
399,25,1250,projection_yz,band_g,0.7256378205189719,0.9041463581703884,1.2117632343907516,1.8671707729366236,7.989404924212888,976907000.0,none
399,25,1250,projection_zx,band_g,0.4937338293186431,2.805709517566205,0.3600000004171495,2.36855936903452,8.118222112502554,976907000.0,fit
404,22,1100,projection_xy,band_g,0.2199681786967183,1.7168060763441555,0.7106994039219408,6.339070010874259,7.06381680862252,2205850000.0,none
404,22,1100,projection_yz,band_g,0.3330747784369531,2.985178971378561,0.4634595039843669,5.285703299566717,7.039868166061648,2205850000.0,none
404,22,1100,projection_zx,band_g,0.6565907735501082,2.7582472384345955,6.304456499870609,99.58339284824297,4.668886787337588,2205850000.0,fit
406,20,1000,projection_xy,band_g,0.6181297546837781,1.8290050456486464,0.360000001325524,18.197300488043638,5.942027885201051,9314820000.0,fit
406,20,1000,projection_yz,band_g,0.8053007420253968,0.1873633818627458,0.3600000001159979,14.153568795474689,5.970414139428881,9314820000.0,fit
406,20,1000,projection_zx,band_g,0.8134460431124169,2.9270090973791256,7.99999999546752,1732.8277961322017,2.8883891567422464,9314820000.0,fit
413,22,1100,projection_xy,band_g,0.766685018616532,1.040999812059617,0.3600000043956597,6.679533674985755,6.201571016631116,5916250000.0,fit
413,22,1100,projection_yz,band_g,0.8257582831649707,0.0387272885945653,0.3600000081577953,6.650777884695215,6.21996449128591,5916250000.0,fit
413,22,1100,projection_zx,band_g,0.8443080799688554,2.114106086047302,0.3616040958991582,6.75274485563933,6.198727105965183,5916250000.0,fit
414,19,950,projection_xy,band_g,0.7619019463212984,2.154821088432398,0.3600000006440193,4.497286912233956,7.047371065072173,3041810000.0,fit
414,19,950,projection_yz,band_g,0.359174399532689,1.9981764852823567,0.3975662901838914,4.852913484419967,7.024702952381326,3041810000.0,none
414,19,950,projection_zx,band_g,0.4499827857890743,2.954733013539668,0.582578216033018,4.869926094093687,6.990549834384426,3041810000.0,none
433,22,1100,projection_xy,band_g,0.676708511835569,0.7475580199027001,4.5110763815694845,7.130672238014088,6.498775227935118,1342810000.0,none
433,22,1100,projection_yz,band_g,0.6434649905919949,1.8982226917613236,4.845236481807719,7.236671990259487,6.498176226892048,1342810000.0,none
433,22,1100,projection_zx,band_g,0.453004770074449,2.5573431824799187,2.6434417535138,6.759346375684215,6.734036261792896,1342810000.0,none
436,24,1200,projection_xy,band_g,0.4680531266797053,0.5820953718782208,0.3638759690874629,5.462504206762269,7.128020391970069,2133190000.0,fit
436,24,1200,projection_yz,band_g,0.4873675965439078,1.941293618835727,0.3600739555309819,5.233884738100528,7.135848028997921,2133190000.0,fit
436,24,1200,projection_zx,band_g,0.7657900567260741,0.3582139523166279,0.4031758239767318,4.129792884351779,7.098335402283677,2133190000.0,none
443,26,1300,projection_xy,band_g,0.6472553567656972,0.8920486602075021,4.105339041071447,3.539561905800499,6.686859954018799,2270950000.0,none
443,26,1300,projection_yz,band_g,0.9999999992749188,0.7777197591700364,2.870396938420269,8.67995441560427,6.1101393876218,2270950000.0,fit
443,26,1300,projection_zx,band_g,0.6118392971393317,1.501888055469091,0.371147197357703,5.239932940070722,6.944977794456868,2270950000.0,none
445,17,850,projection_xy,band_g,0.6229911518938209,1.973650413438932,0.3950188571072479,5.1647529796750895,6.568404090424643,3804140000.0,none
445,17,850,projection_yz,band_g,0.6561657704877845,0.2991913781434613,0.3651469516474011,5.077956903093341,6.573337214178049,3804140000.0,fit
445,17,850,projection_zx,band_g,0.9616932191597438,0.5840428068046007,0.3739969522772969,4.338628891740932,6.653758206004753,3804140000.0,none
453,21,1050,projection_xy,band_g,0.6106582614492647,1.3005376474719552,0.5483379116685361,3.5365639976411978,7.084210423433271,573583000.0,none
453,21,1050,projection_yz,band_g,0.798452220989971,2.4146390574956578,0.954876817648426,2.745414143362466,7.102973575054898,573583000.0,none
453,21,1050,projection_zx,band_g,0.5815592529538366,2.978794684419257,0.5358177030081323,3.458012174262259,7.128524908743187,573583000.0,none
457,30,1500,projection_xy,band_g,0.7057144082774833,0.8164234408520485,3.2509085215206257,12.558978542382734,5.955644566076241,2888560000.0,none
457,30,1500,projection_yz,band_g,0.5884676947394626,1.3013530164618643,4.504207200815165,18.67477590018695,5.661112283049383,2888560000.0,none
457,30,1500,projection_zx,band_g,0.5174382292952567,0.6518457581449905,3.1261157474455703,7.479264829311655,6.416694275506417,2888560000.0,none
462,26,1300,projection_xy,band_g,0.4804863796862941,2.801226915042529,0.3600000012569116,3.548741732438359,7.317807895915165,1268390000.0,fit
462,26,1300,projection_yz,band_g,0.2824097679327401,2.180532902163104,0.3600000012974539,4.043963225963426,7.396999217239042,1268390000.0,fit
462,26,1300,projection_zx,band_g,0.7482844198814221,0.2081229444963179,4.202430240806329,4.043987535951247,6.6492481681016935,1268390000.0,none
469,26,1300,projection_xy,band_g,0.5387150653225857,0.70228664198448,0.4399649350028547,4.608302773196218,7.119896935246514,1544630000.0,none
469,26,1300,projection_yz,band_g,0.372898723375768,0.9254231614260652,0.494969889819136,5.208438833375884,7.127288021817918,1544630000.0,none
469,26,1300,projection_zx,band_g,0.4032530598962162,0.7155974746340069,0.6430518013654034,4.916307512177224,7.1116779420155245,1544630000.0,none
471,24,1200,projection_xy,band_g,0.3560781780119355,3.0442282510855394,0.3601112984967975,4.816935347829886,7.077908950921101,1360280000.0,fit
471,24,1200,projection_yz,band_g,0.4340364906977725,1.9852614485677251,0.4774294255583684,4.86867588159686,7.024399084361846,1360280000.0,none
471,24,1200,projection_zx,band_g,0.7050626504590284,1.574335425335026,1.4227977326250834,3.738299065929781,6.809252530119517,1360280000.0,none
478,23,1150,projection_xy,band_g,0.6997981475683837,0.1820763734997582,0.6298653762147262,4.950238676640196,6.501589671334148,2247600000.0,none
478,23,1150,projection_yz,band_g,0.8603934173170432,1.5180942255386094,0.7273598472359842,4.633842658128058,6.500565343954447,2247600000.0,none
478,23,1150,projection_zx,band_g,0.5678615124147275,0.9805523072020208,0.606356709388933,5.273316418670843,6.499555158063017,2247600000.0,none
479,24,1200,projection_xy,band_g,0.5058639846737563,0.7926630769245455,4.98958851276177,9.597764841076245,6.153793638336017,1285150000.0,none
479,24,1200,projection_yz,band_g,0.9589988016600114,1.3896332895687644,0.5207996806987196,0.1433540192935145,8.900526284627647,1285150000.0,fit
479,24,1200,projection_zx,band_g,0.5531799222724951,0.0939883672160712,0.521905311173416,0.2561980728571245,8.681898751878151,1285150000.0,fit
482,19,950,projection_xy,band_g,0.3781442854707544,2.5524426516216137,0.6228046349248002,4.711750270476165,6.74689619654693,1688840000.0,none
482,19,950,projection_yz,band_g,0.6935076043797114,2.9590821394872666,0.4923198405301436,4.306198395434946,6.804345058702017,1688840000.0,none
482,19,950,projection_zx,band_g,0.5290804114061678,1.4922833545970455,0.4703130899340282,4.511488721151693,6.83120471791007,1688840000.0,none
484,22,1100,projection_xy,band_g,0.6141774473580484,0.5304473560499824,0.6196167728715014,4.822118542778623,6.5783774867871285,2353360000.0,none
484,22,1100,projection_yz,band_g,0.4947970477145124,1.1237019687433742,2.1079707857207155,8.17269226820562,6.134594063967219,2353360000.0,none
