lum_V,mag_U,lum_U,pixel,mag_V,sim,lum_J,mag_J,FOV,view
3288306.0736000002,-10.050875886700908,3600396.6976,1150,-11.482430586562526,12682,4271946.9568,-12.006564628946336,23,projection_xy
3288329.4208,-10.050889350192964,3600441.344,1150,-11.482438295337122,12682,4271953.5104,-12.006566294574537,23,projection_yz
3288290.304,-10.050867734413558,3600369.6640000003,1150,-11.482425379727658,12682,4271941.2224,-12.00656317151956,23,projection_zx
1724800879.8208,-16.391266171428942,1237389620.0192,1450,-18.28184741260071,305,4816125086.9248,-19.636744395300354,29,projection_xy
2242627030.2208,-16.819502320773243,1835696704.7168,1450,-18.56689263091957,305,5699056277.9136,-19.819507364081645,29,projection_yz
2024238009.5488,-16.603874574392712,1505046193.7664,1450,-18.455653938596964,305,5408556685.721601,-19.76270346449673,29,projection_zx
62200302.7968,-13.1661933720072,63456680.3456,1350,-14.674481247203708,3454,91283272.4992,-15.330978002793273,27,projection_xy
62127774.1056,-13.163979663047467,63327430.246400006,1350,-14.673214485313483,3454,91254475.9808,-15.330635438878495,27,projection_yz
62193972.019200005,-13.166141566105342,63453652.5824,1350,-14.674370734811387,3454,91279740.10880001,-15.330935987227338,27,projection_zx
14999614.259200001,-11.655136649196994,15778098.380800001,750,-13.130200226430045,1917,20031080.0384,-13.684260915679253,15,projection_xy
14999671.603200002,-11.655143301013812,15778195.046400001,750,-13.13020437722598,1917,20031099.6992,-13.684261981344804,15,projection_yz
15003505.4592,-11.655604319181162,15784896.102400001,750,-13.130481851593245,1917,20032574.2592,-13.684341903280092,15,projection_zx
491954949.3248,-15.374233230553859,484945900.3392,1000,-16.91981333539675,557,851929831.8336,-17.756009565254775,20,projection_xy
438498911.8464,-15.150864795627829,394771614.92480004,1000,-16.79492129995817,557,820658411.9296,-17.715406063675314,20,projection_yz
448672982.6304,-15.199162126717656,412728872.1408,1000,-16.81982479692273,557,828948820.7872001,-17.726319295206096,20,projection_zx
589737544.9088,-15.834545952512574,741000295.2192,850,-17.116646943692732,810,985818621.5424,-17.914492543668104,17,projection_xy
545475107.2256,-15.688862216168527,647955061.1456001,850,-17.031937340834123,810,961997805.9776001,-17.88793520386556,17,projection_yz
503139375.51360005,-15.41959965840611,505638184.5504,850,-16.94422076597944,810,943895923.9168,-17.867310276633813,17,projection_zx
19406056.6528,-12.625813278050273,38576721.1008,400,-13.409843237245184,1787,19677436.3136,-13.6649212886703,8,projection_xy
19401393.766400002,-12.62586815057399,38578670.7968,400,-13.409582325252625,1787,19675969.9456,-13.66484037629299,8,projection_yz
19376108.3392,-12.621535857559223,38425041.3056,400,-13.408166385278978,1787,19670589.44,-13.664543434966607,8,projection_zx
111137731.37920001,-13.174666949813304,63953862.656,700,-15.30465381854578,3094,298145939.45600003,-16.61607224731976,14,projection_xy
103817333.9648,-13.076794472135248,58441020.21120001,700,-15.23067467994592,3094,290659237.888,-16.58846032623056,14,projection_yz
109354640.9984,-13.15674399343461,62906800.5376,700,-15.287093047931737,3094,295173226.496,-16.60519240631612,14,projection_zx
2590982.1440000003,-9.84955544101162,2991039.6928000003,600,-11.223661050035975,4114,3103970.9184000003,-11.65979410907687,12,projection_xy
2590937.7024000003,-9.849525109201732,2990956.1344000003,600,-11.223642426878708,4114,3103955.9680000003,-11.659788879572446,12,projection_yz
2590864.9984,-9.849474182566208,2990815.8464,600,-11.223611959734516,4114,3103930.5728,-11.6597799965209,12,projection_zx
5874509.4144,-10.809337124910389,7239938.048,400,-12.112429010331738,2044,6363240.857600001,-12.439195905508008,8,projection_xy
5876580.7616,-10.810033099564631,7244580.4544,400,-12.112811772549929,2044,6363803.648,-12.439291928101959,8,projection_yz
5876965.7856,-10.81011817755888,7245148.16,400,-12.112882905887421,2044,6363970.7648,-12.439320439726114,8,projection_zx
554432305.5616,-14.713092202944445,263776973.61920002,850,-17.049621319333948,128,2564328679.0144,-18.952434223659377,17,projection_xy
743052673.024,-14.999213798092295,343309261.20960003,850,-17.367549002075915,128,3620003538.5344,-19.326772487634855,17,projection_yz
649052343.5008,-14.861652710057083,302455219.8144,850,-17.22069930585645,128,3111491364.4544,-19.162421499983687,17,projection_zx
9693637.0176,-11.251995863666263,10884245.9136,950,-12.656216883369684,3526,12017444.454400001,-13.129530308652779,19,projection_xy
9692807.987200001,-11.251838300586897,10882666.496000001,950,-12.656124023815448,3526,12017156.9152,-13.129504330129983,19,projection_yz
9692617.9328,-11.251803074592743,10882313.4208,950,-12.65610273473531,3526,12017085.6448,-13.12949789091282,19,projection_zx
10162333.2864,-11.287121173452135,11242126.5408,750,-12.707483585093154,2531,12866115.1744,-13.203618586956399,15,projection_xy
10163952.844800001,-11.28741441785401,11245163.315200001,750,-12.707656603733447,2531,12866692.7104,-13.203667322543097,15,projection_yz
10162340.6592,-11.287120303172838,11242117.5296,750,-12.707484372797392,2531,12866118.451200001,-13.203618863476535,15,projection_zx
3082451.3536,-9.98255031066019,3380805.0176000004,600,-11.412240578514282,12654,3921072.128,-11.913512078017973,12,projection_xy
3082395.8528,-9.982519529416912,3380709.1712,600,-11.412221029212915,12654,3921051.648,-11.913506407136435,12,projection_yz
3082411.2128000003,-9.982527093264828,3380732.7232000004,600,-11.412226439571402,12654,3921058.2016000003,-11.91350822182175,12,projection_zx
1047284993.2288,-15.974798027522592,843177892.2496,1600,-17.740162201199215,576,2487673159.6800003,-18.91948330110837,32,projection_xy
1085183885.312,-16.049993834045083,903644341.8624,1600,-17.77875833995381,576,2515382619.3408003,-18.93151013931443,32,projection_yz
1085755359.232,-16.08524717563722,933466787.0208,1600,-17.77932995423635,576,2514825825.4848003,-18.931269778996505,32,projection_zx
2900869.9392000004,-9.893531698065264,3114674.5856000003,950,-11.346320644004265,20747,3867647.5904,-11.89861723868436,19,projection_xy
2900748.6976,-9.893453522442925,3114450.3296000003,950,-11.346275264808249,20747,3867604.992,-11.898605280283608,19,projection_yz
2900923.392,-9.893567321436272,3114776.7808000003,950,-11.346340650108203,20747,3867662.7456,-11.898621493083631,19,projection_zx
53878174.515200004,-12.776017016522466,44300314.2144,1250,-14.518532181648997,3307,92613843.35360001,-15.34668976807448,25,projection_xy
53967552.512,-12.778996906902378,44422066.9952,1250,-14.520331806945734,3307,92657955.63520001,-15.347206784721095,25,projection_yz
53922109.8496,-12.777479753478666,44360037.1712,1250,-14.519417192039246,3307,92635588.1984,-15.346944658631248,25,projection_zx
4288847.872,-10.360715951218324,4789458.1248,750,-11.770851604567916,7299,5383231.8976,-12.257607721636003,15,projection_xy
4288815.5136,-10.36070202311653,4789396.6848,750,-11.770843412899666,7299,5383220.0192,-12.257605325896154,15,projection_yz
4288967.4752,-10.360767576490453,4789685.8624,750,-11.770881882096447,7299,5383273.6768000005,-12.257616147989332,15,projection_zx
16577331.200000001,-11.740749154065167,17072599.8592,1050,-13.238786535920713,2405,22771898.7776,-13.823498111699614,21,projection_xy
16574046.208,-11.740380451495316,17066803.2,1050,-13.238571363277085,2405,22770650.316800002,-13.823438584988086,21,projection_yz
16575512.576000001,-11.74053907772634,17069296.8448,1050,-13.238667418180171,2405,22771235.2256,-13.823466473893127,21,projection_zx
1119714436.7104,-16.0195164109822,878631085.6704,1300,-17.812768194233648,274,2731543835.4432,-19.021020436012954,26,projection_xy
1219909438.6688,-16.187241449872186,1025407713.2800001,1300,-17.905818978846213,274,2815822292.5824003,-19.054013107188904,26,projection_yz
1277191782.4,-16.238935180013357,1075410003.5584002,1300,-17.955640288938376,274,2897209825.6896,-19.084949873528256,26,projection_zx
730629721.2928001,-15.262511658524584,437526803.2512,800,-17.349243337260635,150,2706802055.5776,-19.01114124404985,16,projection_xy
812324592.0256001,-15.319346499552811,461039992.832,800,-17.464324002774866,150,3226927838.0032,-19.201973134064904,16,projection_yz
866960120.2176,-15.385812724406826,490145579.008,800,-17.534997801453574,150,3498047648.5632,-19.28956430228427,16,projection_zx
4770750.0544,-10.17220524124993,4026077.1840000004,500,-11.886466659801037,49407,8163023.2576,-12.709627584667928,10,projection_xy
4770356.0192,-10.172065390806768,4025558.6304,500,-11.886376980831002,49407,8162820.096000001,-12.709600562492135,10,projection_yz
4770331.8528,-10.172060088065844,4025538.9696000004,500,-11.886371480528346,49407,8162806.169600001,-12.709598710140934,10,projection_zx
5462065.9712000005,-10.565297975570147,5782547.2512,950,-12.033392353183356,5912,7248786.227200001,-12.580663230579244,19,projection_xy
5461548.6464,-10.565122921446438,5781615.0016,950,-12.033289515746286,5912,7248596.992000001,-12.580634886221539,19,projection_yz
5462349.824,-10.565396873287224,5783073.9968,950,-12.033448775287315,5912,7248886.169600001,-12.580678200028007,19,projection_zx
6371943.2192,-10.760309112554008,6920279.6544,900,-12.200679742799984,8604,8264349.286400001,-12.723021660058702,18,projection_xy
6372044.3904,-10.760335202996117,6920445.9520000005,900,-12.200696981554145,8604,8264392.704000001,-12.723027364069363,18,projection_yz
6371548.7744,-10.7601945899467,6919549.7472,900,-12.200612529982575,8604,8264208.384000001,-12.723003148723343,18,projection_zx
2238487671.6032,-17.311260117004288,2887380683.9808,1200,-18.564886767158896,248,4421442338.816,-19.54390991410087,24,projection_xy
2468675688.8576,-17.465616832829912,3328485988.7616,1200,-18.671160100497413,248,4614776684.544001,-19.590376724392453,24,projection_yz
2293985443.84,-17.359577093927197,3018775645.3888,1200,-18.59147664454954,248,4442869360.2304,-19.54915885818366,24,projection_zx
1718696.7552,-9.364411753758068,1913219.0720000002,1100,-10.777998142618006,11010,2183611.5968,-11.277938480265513,22,projection_xy
1718677.5040000002,-9.364391298435631,1913183.0272000001,1100,-10.777985981169618,11010,2183605.6576,-11.277935527170168,22,projection_yz
1718685.2864,-9.364399782792278,1913197.9776,1100,-10.777990897516222,11010,2183606.8864,-11.277936138156074,22,projection_zx
10158238.924800001,-11.274947920916546,11116784.025600001,1000,-12.707046058370143,5478,12955279.360000001,-13.211116955731928,20,projection_xy
10158153.728,-11.274929598859035,11116596.4288,1000,-12.707036952299802,5478,12955257.241600001,-13.211115102065364,20,projection_yz
10158763.2128,-11.275042886626846,11117756.416000001,1000,-12.707102094045052,5478,12955470.2336,-13.211132952056335,20,projection_zx
17274676.838400003,-11.732166163198894,16938169.139200002,700,-13.283524829173132,9244,24899267.7888,-13.92046644003258,14,projection_xy
17269524.0704,-11.731593750738039,16929241.4976,700,-13.283200922603193,9244,24897252.5568,-13.920378561990926,14,projection_yz
17274534.2976,-11.7321464189966,16937861.12,700,-13.283515870259045,9244,24899216.998400003,-13.92046422530752,14,projection_zx
34299002.88,-12.552007348955293,36041506.816,950,-14.028203736695243,5665,47050227.712000005,-14.611404324127943,19,projection_xy
34310674.8416,-12.55259817876922,36061125.0176,950,-14.028573150219184,5665,47054880.768,-14.611511693248442,19,projection_yz
34305445.0688,-12.552343116310198,36052654.4896,950,-14.028407645271077,5665,47052757.4016,-14.61146269795281,19,projection_zx
2300430621.0816,-16.919363616624068,2012544289.9968002,1550,-18.59452284966844,340,4894406737.92,-19.65425014378904,31,projection_xy
2042961172.8896,-16.702898877932867,1648768004.9152,1550,-18.465650282024058,340,4676267697.7664,-19.604748412092235,31,projection_yz
1919007535.9232001,-16.584846370681806,1478899112.3456001,1550,-18.397691700522156,340,4541699745.3824005,-19.57304604838065,31,projection_zx
13571029.401600001,-11.609471376194733,15128245.043200001,450,-13.021531978485857,1715,18469581.619200002,-13.596142644321944,9,projection_xy
13573787.648,-11.609427868493825,15127638.8352,450,-13.021752626721057,1715,18470397.542400002,-13.596190607389538,9,projection_yz
13572905.3696,-11.60915408274154,15123824.64,450,-13.021682052997672,1715,18470089.5232,-13.596172501098916,9,projection_zx
51127163.2896,-12.816566371555389,45986096.742400005,1100,-14.46162924311843,1530,80883220.48,-15.199646087443032,22,projection_xy
51196293.9392,-12.81896020641505,46087598.8992,1100,-14.46309630966567,1530,80915228.2624,-15.200075659035456,22,projection_yz
51133110.681600004,-12.816776630803083,45995003.084800005,1100,-14.461755534562307,1530,80885986.09920001,-15.19968321110776,22,projection_zx
4918400.6144,-10.469099683485059,5292244.1728,400,-11.919559750177847,31281,6516557.4144,-12.465045564952188,8,projection_xy
4918343.2704,-10.46907733075869,5292135.2192,400,-11.919547091424572,31281,6516538.9824,-12.465042493956759,8,projection_yz
4918371.5328,-10.469093549136044,5292214.272,400,-11.919553330399989,31281,6516538.5728,-12.46504242571232,8,projection_zx
2975911.7312000003,-9.960219912182644,3311981.9776000003,500,-11.374050113537692,3793,3747790.0288,-11.864438128506315,10,projection_xy
2975841.4848,-9.960176674658033,3311850.0864000004,500,-11.374024484430784,3793,3747762.9952000002,-11.86443029683381,10,projection_yz
2975865.856,-9.960191042597916,3311893.9136,500,-11.374033376230287,3793,3747772.8256,-11.864433144721257,10,projection_zx
2180708.9664000003,-9.568056826482294,2307930.5216,700,-11.036494273162326,3243,3042544.8448,-11.638092470300165,14,projection_xy
2180606.7712000003,-9.567956911577038,2307718.1440000003,700,-11.036443390797785,3243,3042511.4624,-11.638080557680638,14,projection_yz
2180899.0208,-9.568234087774924,2308307.3536,700,-11.036588893744316,3243,3042606.2848,-11.63811439502512,14,projection_zx
517778492.6208,-14.881706033013014,308093412.9664,950,-16.97536001709101,478,1606575194.112,-18.444752642682857,19,projection_xy
574441861.9392,-15.038394135748717,355924312.064,950,-17.088115203027897,478,1703178508.6976001,-18.508150420962746,19,projection_yz
465473896.448,-14.752110853840485,273428853.55520004,950,-16.859738327437004,478,1479517877.0432,-18.355300542792506,19,projection_zx
2785574.7072,-9.890514894911039,3106032.2304000002,600,-11.302287026078261,4077,3546186.9568000003,-11.804404070242235,12,projection_xy
2785240.4736,-9.890301036513694,3105420.4928,600,-11.302156743701616,4077,3546065.7152,-11.804366949062057,12,projection_yz
2785272.0128,-9.890332111959815,3105509.376,600,-11.30216903817233,4077,3546068.1728000003,-11.804367701531014,12,projection_zx
881840986.5216,-16.043921685287692,898604675.8912001,1100,-17.55347570063519,443,2027630782.0544002,-18.69747218938158,22,projection_xy
1058413110.8864001,-16.340076702705762,1180404023.296,1100,-17.75163802737782,443,2176036372.48,-18.774165375813674,22,projection_yz
1076943545.9584,-16.354995425964287,1196735489.6384,1100,-17.770482344778493,443,2191843236.2496,-18.78202372390771,22,projection_zx
1007571225.8048,-15.394253043450291,493970731.8272,700,-17.698189391079104,98,4774553662.2592,-19.627331947088397,14,projection_xy
1068474512.1792,-15.397265082314487,495343003.23840004,700,-17.761910416970967,98,5603040690.176001,-19.801059440987203,14,projection_yz
1115421042.2784,-15.433338546164851,512077175.1936,700,-17.808597082859713,98,5946922447.6672,-19.86573068752539,14,projection_zx
30300464.7424,-12.729990053140273,42461567.3856,650,-13.893623224185795,1561,36584983.7568,-14.338257166372571,13,projection_xy
30284467.4048,-12.728550219426022,42405294.8992,650,-13.893049850959148,1561,36580012.8512,-14.338109634289232,13,projection_yz
30282792.96,-12.72874551755514,42412923.2896,650,-13.892989818349722,1561,36579216.5888,-14.338086000062276,13,projection_zx
2283049.984,-9.738175023068859,2699417.1904,600,-11.086288549572885,3726,2729549.4144,-11.52022740240912,12,projection_xy
2283015.7824,-9.738136471875489,2699321.344,600,-11.086272284404018,3726,2729543.4752,-11.520225039963709,12,projection_yz
2282772.2752,-9.737915517479149,2698772.0704,600,-11.086156473253748,3726,2729473.8432,-11.52019734194445,12,projection_zx
95534186.496,-14.472539543015397,211356601.54880002,850,-15.140397024503422,1114,86560925.2864,-15.273304725362507,17,projection_xy
94945745.3056,-14.452922211479251,207572054.8352,850,-15.133688769925854,1114,86469804.032,-15.272161186819261,17,projection_yz
95342238.1056,-14.469700098994242,210804578.7136,850,-15.138213356325561,1114,86504708.5056,-15.2725993675738,17,projection_zx
521663414.272,-14.962468801794152,331884920.832,900,-16.983475948730685,484,1624688295.936,-18.456925129687285,18,projection_xy
504520245.248,-15.106447471431593,378947449.6512,900,-16.94719649542677,484,1560110484.6848001,-18.41288838881863,18,projection_yz
446708632.78080004,-14.71988403003827,265432203.264,900,-16.8150608635662,484,1467730205.0816002,-18.346615579664277,18,projection_zx
2164615.7824,-9.625973751394547,2434386.3296000003,450,-11.028452051502061,1160,2700290.6624000003,-11.508526286584726,9,projection_xy
2164534.272,-9.625903142666635,2434228.0192,450,-11.028411166436292,1160,2700263.6288,-11.508515416827034,9,projection_yz
2164500.8896,-9.62587391131887,2434162.4832,450,-11.028394421605661,1160,2700252.16,-11.508510805381803,9,projection_zx
2543783.3216,-9.802826481738794,2865039.3600000003,650,-11.203700288823462,11777,3157594.5216,-11.678390899727077,13,projection_xy
2543806.464,-9.80284340082056,2865084.0064000003,650,-11.203710166405031,11777,3157602.9184000003,-11.678393786955812,13,projection_yz
2543789.0560000003,-9.802831992110889,2865053.9008,650,-11.203702736374172,11777,3157596.5696,-11.678391603929914,13,projection_zx
4551392.051200001,-10.388868818576032,4915271.680000001,500,-11.835360616748481,4063,5871026.5856,-12.351785117463166,10,projection_xy
4551491.1744,-10.388907632385525,4915447.3984,500,-11.835384262365874,4063,5871065.9072,-12.351792389230916,10,projection_yz
4551482.9824,-10.388895327924804,4915391.6928,500,-11.835382308202139,4063,5871069.184,-12.351792995209365,10,projection_zx
3690574.2336000004,-10.187487472853338,4083146.7520000003,500,-11.60773486328464,2001,4671520.768,-12.103645709785539,10,projection_xy
3690416.128,-10.187409595551575,4082853.8880000003,500,-11.607688348937458,2001,4671464.6528,-12.103632667636479,10,projection_yz
3690464.0512,-10.187433449472422,4082943.5904,500,-11.60770244805627,2001,4671483.904,-12.103637141968044,10,projection_zx
560580630.9376,-15.201661129692784,413679930.57280004,2450,-17.06159522008296,982,1115099444.0192,-18.04828399819811,49,projection_xy
578944342.4256,-15.263528527900768,437936770.25280005,2450,-17.09659203566016,982,1125530363.4944,-18.058393038701627,49,projection_yz
579430462.2592,-15.26471415996696,438415261.69600004,2450,-17.097503308819828,982,1125845250.8672001,-18.05869675046,49,projection_zx
5645057.6384000005,-10.607997574143464,6014493.0816,550,-12.069170951529912,4363,7579450.5728,-12.629094312942474,11,projection_xy
5645064.192,-10.607955722738716,6014261.248000001,550,-12.069172212008922,4363,7579506.2784,-12.629102292592702,11,projection_yz
5644874.5472,-10.607911281583558,6014015.0784,550,-12.069135736306055,4363,7579416.1664,-12.629089384305686,11,projection_zx
3790691.5328,-10.218624979087725,4201941.4016,550,-11.636796112969687,11272,4809866.0352,-12.135332451338101,11,projection_xy
3790451.9168000002,-10.218489923685244,4201418.752,550,-11.636727479585225,11272,4809810.3296,-12.135319876780613,11,projection_yz
3790311.424,-10.218420695986953,4201150.8736000005,550,-11.636687236112998,11272,4809757.0816,-12.135307856846879,11,projection_zx
835437723.648,-16.172640396326234,1011710269.8496001,1000,-17.49478520414306,479,1506542197.1456,-18.37495325112672,20,projection_xy
944696931.1232,-16.432617291037438,1285425515.7248,1000,-17.62823126134906,479,1559871094.7840002,-18.412721776115163,20,projection_yz
946380315.0336001,-16.449565213873118,1305647933.0304,1000,-17.630164245677978,479,1558457509.4784,-18.411737414911,20,projection_zx
3381772.288,-10.11733639959455,3827670.6304,650,-11.512860902451685,5674,4206277.0176,-11.989744677802396,13,projection_xy
3381804.4416,-10.117354059556519,3827732.8896000003,650,-11.512871225489047,5674,4206288.896000001,-11.989747743884507,13,projection_yz
3381895.3728,-10.117403320037567,3827906.56,650,-11.512900418770446,5674,4206320.0256,-11.989755779093102,13,projection_zx
551912839.5776,-14.722352626273832,266036392.7552,750,-17.044676243782657,223,2459245425.4592,-18.90700468053319,15,projection_xy
703680164.6592001,-14.963147367520644,332092407.808,750,-17.30843827326102,223,3272186055.8848,-19.217094974010152,15,projection_yz
568307430.1952001,-14.749855845518141,272861547.7248,750,-17.0764583353946,223,2560381209.8048,-18.950761578308256,15,projection_zx
67636448.4608,-13.028174567749133,55881728.0,1650,-14.765451987616906,3117,115423497.4208,-15.585735574072615,33,projection_xy
67628027.0848,-13.027938724975606,55869590.7328,1650,-14.765316794798661,3117,115419434.1888,-15.58569735242935,33,projection_yz
67538078.92480001,-13.025520675806067,55745301.7088,1650,-14.763871758152085,3117,115375708.5696,-15.585285953057237,33,projection_zx
70568424.2432,-13.079023462902324,58561121.4848,1500,-14.811526049922183,2361,119884781.97760001,-15.626910144515023,30,projection_xy
70507600.2816,-13.077462457520188,58476986.368,1500,-14.810589834409445,2361,119855199.0272,-15.626642193543127,30,projection_yz
70496872.03840001,-13.077221747762376,58464023.347200006,1500,-14.810424619194826,2361,119849405.6448,-15.626589711572414,30,projection_zx
1819795.8656000001,-9.428471437359839,2029497.7536000002,950,-10.840056685051042,10640,2289948.4672000003,-11.329564272812059,19,projection_xy
1819819.0080000001,-9.428494774123791,2029541.3760000002,950,-10.840070492303962,10640,2289956.2496,-11.329567962685083,19,projection_yz
1819799.9616,-9.428476258140915,2029506.7648,950,-10.84005912882541,10640,2289949.0816,-11.329564564118279,19,projection_zx
24008186.2656,-12.118754634436197,24182536.601600002,700,-13.640898379672496,1291,34039732.633600004,-14.259965350607743,14,projection_xy
24014122.1888,-12.119265903966266,24193926.7584,700,-13.641166790207812,1291,34041829.7856,-14.260032239608908,14,projection_yz
24014993.8176,-12.119439851328746,24197803.2128,700,-13.641206197926465,1291,34041721.651200004,-14.260028790745544,14,projection_zx
3579588.608,-10.182556256214266,4064643.8912000004,550,-11.574582793186604,3005,4379439.5136,-12.033546331210935,11,projection_xy
3579218.7392,-10.182364113153273,4063924.6336000003,550,-11.574470601328926,3005,4379312.5376,-12.033514851283307,11,projection_yz
3579595.1616,-10.182557897380963,4064650.0352000003,550,-11.574584780977677,3005,4379443.2,-12.033547245130684,11,projection_zx
548194326.9376,-14.890772846449181,310677025.5872,1200,-17.037336342180335,585,1544797500.2112,-18.402178894993206,24,projection_xy
527743110.3488,-14.855628497018085,300781692.5184,1200,-16.996056430827824,585,1504262383.2064002,-18.373308988311962,24,projection_yz
571210360.4224,-14.951811006222705,328643012.1984,1200,-17.081990189818903,585,1574579994.624,-18.42291182334166,24,projection_zx
8059105.28,-10.907014995287803,7921473.9456,450,-12.455717073021525,2755,11681863.2704,-13.098780296905588,9,projection_xy
8058190.233600001,-10.90680736691439,7919959.2448,450,-12.455593789433937,2755,11681497.907200001,-13.098746338773353,9,projection_yz
8057090.8672,-10.906577121374497,7918279.8848,450,-12.455445654021695,2755,11680997.376,-13.098699815930743,9,projection_zx
621314205.2864001,-14.959130502810147,330866045.7472,850,-17.173278207817486,242,2400090639.5648003,-18.88056910794519,17,projection_xy
595261915.136,-14.949055572073235,327810023.424,850,-17.126770243186943,242,2325134652.2112,-18.846120271579956,17,projection_yz
600244119.1424,-14.931638552625522,322593357.824,850,-17.13581978443609,242,2363080101.0688,-18.863696107786566,17,projection_zx
11801288.704,-11.767736167430893,17502273.536000002,550,-12.869823587434055,1345,10560048.3328,-12.989164764864817,11,projection_xy
11802638.7456,-11.767985351584286,17506290.8928,550,-12.86994778617579,1345,10560321.126400001,-12.98919281190145,11,projection_yz
11802189.824000001,-11.76784440493083,17504018.432,550,-12.869906488656277,1345,10560335.0528,-12.989194243712713,11,projection_zx
972097375.4368,-16.44441112002957,1299464585.216,1200,-17.65927442645334,384,1717163471.6672,-18.517029103457908,24,projection_xy
1142761088.6144001,-16.734043238051036,1696747801.8048,1200,-17.83488861023635,384,1807115039.5392,-18.57246450072552,24,projection_yz
1017856812.6464001,-16.471177147965133,1331897670.0416,1200,-17.70921671943377,384,1750252650.496,-18.537751859996384,24,projection_zx
83452651.1104,-13.290058827743888,71125204.992,1800,-14.993600344579185,2168,138238361.6,-15.78157144477614,36,projection_xy
83409122.09920001,-13.289069165288822,71060402.99520001,1800,-14.993033875416355,2168,138218622.1568,-15.781416398389617,36,projection_yz
83381990.19520001,-13.288480424793377,71021880.9344,1800,-14.992680642077584,2168,138205842.63680002,-15.78131600794434,36,projection_zx
65945999.769600004,-13.426025982055542,80613985.48480001,850,-14.737971141833373,1093,81104437.24800001,-15.202611538105106,17,projection_xy
65936090.7264,-13.425689901064604,80589035.9296,850,-14.73780798689798,1093,81101455.36,-15.202571619163713,17,projection_yz
65831298.6624,-13.422435477811892,80347837.2352,850,-14.73608105639764,1093,81067573.24800001,-15.202117931594103,17,projection_zx
586918133.76,-14.963478908880674,332193831.3216,950,-17.111443819831994,270,1960133944.9344,-18.66071437425634,19,projection_xy
606372783.7184,-15.022029973149714,350600062.5664,950,-17.146849250746286,270,1997344342.016,-18.68113235915453,19,projection_yz
585695703.8592,-14.939881777476636,325051901.5424,950,-17.10918009610761,270,1974223450.9312,-18.668490765988928,19,projection_zx
402799276.85120004,-14.883244837974704,308530380.8,1500,-16.702721705474712,984,745646797.6192,-17.611332892510447,30,projection_xy
396206433.8944,-14.85389061572571,300300632.064,1500,-16.684803809140522,984,742041216.6144,-17.606070071994928,30,projection_yz
403595381.9648,-14.886305525652002,309401354.24,1500,-16.704865470729093,984,746139785.6256,-17.612050495085185,30,projection_zx
93687617.9456,-13.238107504343617,67802077.5936,1900,-15.11920549234122,3452,183822712.83200002,-16.09099792769307,38,projection_xy
93662819.1232,-13.237850149003219,67786008.1664,1900,-15.118918063286948,3452,183803851.5712,-16.090886519238303,38,projection_yz
93648184.9344,-13.237565538692525,67768241.3568,1900,-15.118748411015638,3452,183795856.17920002,-16.090839289132383,38,projection_zx
95757782.2208,-13.866761423456886,120977489.92,900,-15.142935197808175,989,116917626.4704,-15.599699975547075,18,projection_xy
95754315.3664,-13.866806005500298,120982457.5488,900,-15.142895888653435,989,116915555.5328,-15.599680743957183,18,projection_yz
95552346.52160001,-13.862551888443662,120509353.1648,900,-15.140603391713306,989,116850661.7856,-15.599077940922463,18,projection_zx
102920159.23200001,-13.848452295221595,118954511.56480001,850,-15.221251123634094,1404,144720841.9328,-15.831327701062946,17,projection_xy
103689322.496,-13.862144046737438,120464094.00320001,850,-15.22933509203773,1404,145020747.776,-15.833575350415575,17,projection_yz
104661227.9296,-13.884239662047957,122940751.87200001,850,-15.239464564398212,1404,145352582.7584,-15.836056882797173,17,projection_zx
156592504.83200002,-13.924398986568676,127573242.6752,1950,-15.676927427701944,1883,272130742.68160003,-16.516944017282864,39,projection_xy
155317947.5968,-13.909474952110799,125831675.904,1950,-15.66805410763903,1883,271499001.856,-16.514420593198647,39,projection_yz
156504005.0176,-13.923364413225897,127451738.93120001,1950,-15.676313639606935,1883,272086754.9184,-16.516768502502885,39,projection_zx
6701320.601600001,-10.849723515171295,7514315.1616,900,-12.25540098939101,18379,8341732.5568,-12.733140654685617,18,projection_xy
6701422.592,-10.849751093964784,7514506.035200001,900,-12.255417513570908,18379,8341774.336,-12.73314609253395,18,projection_yz
6701484.032000001,-10.849768138019087,7514624.0,900,-12.255427467774766,18379,8341793.1776,-12.73314854488801,18,projection_zx
2456092.4672000003,-9.725220778688037,2667401.0112,550,-11.165611782840955,10201,3250047.3856,-11.709724232566092,11,projection_xy
2456143.6672,-9.725257873959425,2667492.1472,550,-11.165634415993015,10201,3250067.8656,-11.709731074253234,11,projection_yz
2456151.04,-9.725266626591466,2667513.6512,550,-11.165637675128046,10201,3250067.6608,-11.709731005836577,11,projection_zx
4553000.5504,-10.376632364625525,4860186.624,600,-11.835744257022217,6635,6011033.600000001,-12.377372888900833,12,projection_xy
4553222.144,-10.376721118088135,4860583.936000001,600,-11.835797098294034,6635,6011117.1584,-12.377387981438254,12,projection_yz
4552646.656,-10.376485493733465,4859529.216,600,-11.835659861931077,6635,6010905.3952,-12.37734973180562,12,projection_zx
2837436.6208,-9.912732983505968,3170247.68,400,-11.322315423922124,3908,3551217.2544,-11.805943105353386,8,projection_xy
2837575.0656000003,-9.91280494398529,3170457.8048,400,-11.32236839809735,3908,3551280.3328,-11.80596239054195,8,projection_yz
